ticket,issue_id,module,summary,role,source,comment,source_file,month,year,phase,top_level_category,sub_category,journeys
PFT-928,173416,Behaviour,Pictures of the students with their behaviour points on show.,Cover supervisor,Sheet1 - Row 399,"It would be a lot easier if the student's photo was showing the demerits and merits on the system. This would make seating plans so much easier, and so much easier in lots of other ways.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Behaviour Management,Points and rewards,Managing Classroom Seating Plans|Logging Behaviour and Rewards|Designing and Managing Seating Plans|Logging Behaviour and Setting Detentions
PFT-918,173389,,Improve notes screen,Secretary,Sheet1 - Row 409,"When you add a planned absence and add the notes in to say why the child is off etc, the notes do show on the planned absence screen.

 However on the daily register it will show the child absence with the code ie G but the notes do not pull through. Therefore it does not give the teacher the information as to why the child is off. This will happen with any code added to the system.

 I do have some screen shots to show this.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-912,173381,Attendance,Pending absence records,Sixth Form Administrator,Sheet1 - Row 415,"Hi, would it be possible to have the year and form of students & a filter option to quickly filter year groups added to the columns as an option as the planned absences have. As a school with a sixth form, we have separate attendance staff and admin who would find it beneficial to be able to see these details in order to log absences. Lower school manage their absences separate and sixth form separately theirs. At present unless we know the year of a student we're all having to click into the absence to find out which year the student is in. Having a filter option would allow for quicker actioning also. It would be much appreciated if you have these added, thank you in advance.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-904,173366,Examinations,Duplicate multiple seating plans,Exams Manager,Sheet1 - Row 423,"When duplicating seating plans, allow us to apply this to more than one exam. For example, seating maths paper 1, then duplicate for papers 2 and 3. Similarly, it would be great to duplicate multiple rooms at once. E.g. Seat room A B and C for paper 1, then duplicate all those rooms for papers 2 and 3. At the moment, the ""duplicate seating plan"" feature rarely saves any time as it takes so long to load up each time and you have to do each room, source paper and destination individually.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans
PFT-903,173365,Behaviour,Renaming 'Detentions',Assistant Headteacher,Sheet1 - Row 424,"Hi - We've reached out previously to ask about changing the word detention.

 At our School we do not do, detentions, we offer 'Reflection Time'.

 We're using this wording in our letters to parents/carers however the app and email notification still uses the 'detention' word.

 It would be great if we could have more control.

 Many thanks",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Behaviour Management,Detentions,Logging Behaviour and Rewards|Parent and guardian messages and notes|Logging Behaviour and Setting Detentions|Class and subject communication (students & guardians)
PFT-901,173360,Attendance,Class Registers,Director of ICT Services,Sheet1 - Row 426,"Add Count information at the top of the register page.

 12 Students present

 1 Student late

 4 Students marks not completed.

 A quick easy way for staff to see numbers allowing head counts",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Codes and marks,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-900,173358,Core Student Record,Reading Ages on My Classroom,Data Management Co-Ordinator,Sheet1 - Row 427,"Having somewhere we can enter Reading Ages/Scores, so that they will appear on the My Classroom student cards and stay like they do for demographics (PP/SEN etc). This would help our teachers with their seating plans byu knowing the students reading ages.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Seating plans and My Classroom,Accessing Vital Pupil Context|Managing Classroom Seating Plans|Designing and Managing Seating Plans|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-895,173349,Attendance,Attendance Notes,Assistant Admin Officer,Sheet1 - Row 432,"To keep record of the attendance letters (requires improvement / below 90% / persistently absent etc etc) it would be great if we could have an Attendance Notes that we could to rather than adding it as a ""Planned Absence""",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-890,173342,Attendance,Planned absence codes should include present mark,Attendance Manager,Sheet1 - Row 437,"I know this probably sounds daft, but we have many many reasons why students will have planned absence from a lesson but will be in school. The class teacher would therefore mark N.

 If this is REG or P4 at least, this will translate to N for Roll Call which will be incorrect.

 It would also trigger texts home alerting parents to children ""unexpectedly not in school"" who actually are in school all the time but at e.g. individual music instrument lessons, one off events like Maths challenges etc. As the vast majority of such pupils are present, it is better to have the present mark pre-set which can be overwritten by an N when needed, rather than an N pre-set which would need to be overwritten (quickly in the case of REG) when the pupil is indeed where they are expected to be.)

 This could be solved by simply including the present mark in the planned absence (as that is the only way to put a note explaining absence from lesson and also include a mark)",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Pre-planned absence and notes,Inputting Formative and Summative Assessments|Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-884,173312,Data & Reporting,Complete Registers,Office Manager,Sheet1 - Row 443,"Hi

 Please can we set Arbor to take registers from scheduled school events/trips/clubs etc to link to the AM/PM register as like a normal class.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Bulk edit and workflow,Managing End-of-Day Dismissals and Clubs|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-883,173310,Meals,A report that alerted the user if a pupil had ten unauthorised sessions of absence ina ten week period,Assistant Headteacher,Sheet1 - Row 444,As stated above a report that alerted certain users when a pupil has reached ten uanuthorised sessions in a ten week period would be great. I can't find one on the system.,03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Attendance & Registers,Pre-planned absence and notes,Completing Morning Registration and Meal Selections|Taking Period-by-Period Registers
PFT-881,173296,Attendance,Automatically Remind Teachers of Incomplete registers requiring completion,Data Manager,Sheet1 - Row 446,"Presently, the attendance office has to manually send the register reminder to teaching staff 10 minutes after each lesson commences, in out case, every 50 minutes. By bulk selecting the incomplete registers from the incomplete registers marksheet and sending the reminder.

 Could an option be added to allow a school to automatically send reminders for any incomplete registers 10 minutes after each period commences.

 This would remove a routine task from the attendance officer task list and free them up to focus on more important issues. EG Visiting / meeting with parents etc",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Attendance & Registers,Codes and marks,Accessing Vital Pupil Context|Inputting Formative and Summative Assessments|Parent and guardian messages and notes|Taking Period-by-Period Registers|Setting and Reviewing Homework (Assignments)|Inputting Subject Assessment Data|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-863,173253,Attendance,Trips and Clubs Attendance,MIS and Data Manager,Sheet1 - Row 464,"It would be so useful if a trip/club register could feed into statutory attendance.

 Currently the register for the trip/club is taken and this then needs to be transferred into statutory attendance so that the student is not recorded as absent if they are on a trip.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Clubs and wrap-around,Managing End-of-Day Dismissals and Clubs|Taking Period-by-Period Registers
PFT-861,173250,Attendance,Log Attendance Note,Attendance Improvement Officer,Sheet1 - Row 466,"in order for us to improve the tracking off attendance we could really do with having this as a note option like behaviour and SEN.

 Is this a quick fix?

 It would massively help us as we can also pull reports from this.

 Cheers",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Behaviour Management,Uncategorised,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-857,173245,Attendance,Functional attendance notes,student family Attendance liaison,Sheet1 - Row 470,"We need to keep track of where students are during the day. If a student has a visiting professional who will work with them 1:1 in a meeting room, for example, we need to know that they are there; we need the register to reflect this, so we can find them in an emergency, etc.

 Currently the only way of marking a note for all to see about this, is via planned absences, without putting in a mark. This can only be seen ahead of time either on the pupil's own marks by date (but with no 'note' logo to highlight it), or by going into their planned absences to look there.

 This is a huge pain!! The attendance officer needs to be able to see everything from bulk edit marks. Currently, no note shows, until the clock has ticked over into that period.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers|Designing and Managing Seating Plans
PFT-853,173230,Attendance,Register maintenance,6th Form Support Assistant,Sheet1 - Row 474,"Hi,

 I add students to a 'Loss of home study' register on a weekly basis. Regularly these sessions have to be rearranged and there is no facility to remove a student from the register.

 I have to add the student to a new day and then remember to access the current register in order to pre-code them as 'not required'. This is only possible shortly before the register is due to be taken.

 - allow students to be deleted from an existing register.

 - be allowed to access a register a long before it actually becomes 'live'.

 Thanks

 Helen Doyle",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers
PFT-839,173204,Attendance,"Running total of ""Present"" students",Assistant Principal,Sheet1 - Row 488,"When completing a register in our old MIS it gave a total number of present students on the screen. This made it really easy to double check by simply counting students in the lesson then editing if necessary. A total number of Present students on the screen (at the bottom of the register?) would be really helpful and prevent staff awarding false marks.

 Andy Marshall",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Codes and marks,Taking Period-by-Period Registers
PFT-838,173201,Attendance,Planned Absences update registers without the need for them to be opened.,Data Manager,Sheet1 - Row 489,"Currently, if a register is not opened, planned absences and their corresponding marks are not pulled through. This seems a very unnecessary stipulation and can lead to the mark never pulling through if the register is left un-opened, and then roll call marks missing.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-832,173187,Timetable,Whole class view of student calendars,Business manager,Sheet1 - Row 495,"I like that Arbor has student calendar - not a feature we had in ScholarPack.

 But it would be far more useful if we could have a whole class view of student calendars.

 Let's say I'm a teacher and it's nearly 3.15pm. I want to know if my students are going home now, or staying for an after school club, and if so which club? Scrolling through each student's calendar is not fun.

 A whole class calendar would give me the answer.",03. March 2025 - User feedback - Part 1.txt,March,2025,Primary,Classroom Management,Room changes and timetable,Managing End-of-Day Dismissals and Clubs|Class and subject communication (students & guardians)
PFT-824,173166,Behaviour,Behaviour list should show the current student list only,Data Manager,Sheet1 - Row 503,"The Behaviour list shows students that are no longer in the reg group (left school, transferred to another Reg group)

 It filters for the whole academic year. Can it be changed so it looks at the data for the whole academic year, filtered for current students only",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Behaviour Management,Permissions and visibility,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-822,173160,Timetable,Seating Plan - Extra informtion,AHT - Teaching & Learning,Sheet1 - Row 505,"Adding the ability to increase the data shown within the teacher view of seating plans beyond FSM/PP and targets.

 E.g.

 - Reading age

 - Interventions

 Ideally including school specific data fields beyond standard arbor ones available through class sheets etc.

 Also... Ideally a pop-up free text box you could makes some notes against e.g. ""check back next week as HW was poor and being improved"" for example.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Seating plans and My Classroom,Accessing Vital Pupil Context|Managing Classroom Seating Plans|Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-815,173121,Assessments,Listing of school timetable by year groups per lesson,Asst head of year responsible for student services admin,Sheet1 - Row 512,"Hi there. I do admin for vaccinations and school photos.

 When I am setting up a schedule for classes to attend, I need to know what each class has each lesson. At the moment I can do list or grid view but all the year groups are jumbled. I then need to use 5 different coloured highlighters to find the 8 classes in each year group in order to schedule. I spent 15 minutes on chat with someone last year from Arbor but they were unable to get it improved.

 SIMS used to grid each year group together for each lesson and I would appreciate an improvement to be able to do this please",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Room changes and timetable,Inputting Subject Assessment Data|Class and subject communication (students & guardians)
PFT-798,173085,Behaviour,Behaviour and vulnerability tool,Family Liaison Officer,Sheet1 - Row 529,"This is something I was made aware of however it seems to only be accessible on SIMS. It is a spreadsheet that works out the vulnerability rating of a child through rating a set of questions. I am a DSL and Senior Mental Health Lead and this would be a really helpful tool to be able to support out pupils.

 I have an image of one that I found, please email me if you would like this.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Behaviour Management,Uncategorised,Logging Behaviour and Rewards|Parent and guardian messages and notes|Logging Behaviour and Setting Detentions|Class and subject communication (students & guardians)
PFT-793,173069,Attendance,Attendance,Office Manager,Sheet1 - Row 534,"The office spend a lot of time correcting register marks. It would be great if the class staff had limited marks (others hidden - school choice) they could use, then the office only would need to add a couple.

 e.g class staff - Illness, Medical, No reason

 Office - all other marks.

 We find class staff often overwrite marks, or leave marks blank !!!!

 Thank you",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Codes and marks,Accessing Vital Pupil Context|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-789,173063,Behaviour,Lesson engagement - still allocate points for students on educational visits,Data Manager,Sheet1 - Row 538,"Hi, we use lesson engagement with a default point score of 4 for present and zero for absent. Students out of school on educational visits receive a score of zero, although they are taking part in an approved activity.

 It would be really useful to be able to amend the point award set up to allow students out of school on trips to still receive their points, and distinguish this absence from other categories of absence.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Uncategorised,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-787,173059,Behaviour,Number of exclusion days,Data Support Officer,Sheet1 - Row 540,"It would be really useful if under Exclusion tab along with suspension info, dates etc we could have a colum with the total number of days suspension or per term etc.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Behaviour Management,Uncategorised,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-776,173034,Staff/HR,Number of students marked in attendance in a lesson,HOD,Sheet1 - Row 551,"When you take a register and go back to the lesson dashboard you can see the number of students in the class but it would be nice to see the number of students in attendance as a simple count.

 This enables a quick sanity check by comparing a headcount with who you have marked in",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Uncategorised,Conducting Emergency Evacuation Registers|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-773,173021,Attendance,Attendance Mark - Attaching a file,Atendance Officer,Sheet1 - Row 554,"You are able to attach call recording files, photo files and documents to ""meetings"" and ""log a call"" it would be handy to be able to attach the same files to the attendance marks when taking registers.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Codes and marks,Taking Period-by-Period Registers
PFT-772,173020,Attendance,Future attendance report,Safeguarding & Attendance Administrator,Sheet1 - Row 555,"This formula calculates maximum possible attendance %age across the academic year:

 =ROUNDUP((((Term 1/100*38)+(Term 2/100*34)+(Term 3/100*30)+(Term 4/100*17)+(13)+(23)+(35))/190*100),1)

 It can be varied to show a particular Term (4):

 =ROUNDUP((((/100*38)+(/100*34)+(/100*30)+(/100*17)+(13))/132*100),1)

 The days passed and remaining days of the current term have to manually adjusted on the day the report runs to make it accurate. It would be great to have an Arbor report which adjusts the variables automatically on the day it runs.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Reporting and statistics,Taking Period-by-Period Registers
PFT-771,173017,Attendance,Single keystroke for attendance marks,Safeguarding & Attendance Administrator,Sheet1 - Row 556,"When inputting attendance marks, display only the mark relevant to the keystroke. e.g. type I and only I appears rather than every attendance code with an I in it.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Codes and marks,Taking Period-by-Period Registers
PFT-751,172976,Attendance,Lesson Attendance in Arbor Parent Portal,Unknown,Sheet1 - Row 576,"In our previous MIS, parents were able to view lesson by lesson attendance for their child via the parent portal. Our parents are disappointed that they are only able to see the AM/PM attendance marks in the Arbor Parent Portal. We would like to be able to offer them this feature.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Codes and marks,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-750,172974,Attendance,Add Planned Absence to drop down on Bulk Edit Attendance,Sixth Form Manager,Sheet1 - Row 577,It would save a great deal of time if it was possible to add Planned Absences via the Bulk Edit Attendance page.,03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-746,172969,Attendance,Register Present Mark Notes,Director of ICT Services,Sheet1 - Row 581,"Currently you can only add notes to registers for certain marks.

 Please allow notes to be added to all marks including present.

 Sometimes we have one to one staff taking a student for the first 30 minutes of a lesson. We need to add a present mark but to let the class teacher know they are with 'One to One' staff member.

 Which we would previously use the notes on a present mark.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Staff absence and cover,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-742,172957,Behaviour,Detention Delay Timer,Head of Year,Sheet1 - Row 585,"If we could select the amount of hours that each detention is delayed, it would save admin for rearranging.

 Detentions should be immediate but still give time for communication to go home. If a student is removed from a lesson before 1pm we give them a detention the same day. If after 1pm it is the next day, If I could set the behaviour flow detention to have a 2 hour delay. this would work out.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Behaviour Management,Detentions,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-739,172925,Behaviour,Today's Detentions,Data Manager,Sheet1 - Row 588,"Hi Team,

 It would be great if from this page - Today's Detentions we could bulk choose all the students and send them an email to remind them that they have detention. It is a bit time consuming going into each separate detention type to notify them.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Behaviour Management,Detentions,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Parent and guardian messages and notes|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-721,172896,Meals,Daily Attendance and Lunch orders,School office Administrator,Sheet1 - Row 606,"1.Each day we must complete the Attendance registers in order to provide the kitchen with lunch numbers (Teachers do not check lunch registers). If a child is on a medical appt, absence reason unknown or late , then the only way to ensure they get a lunch is to mark them as present (/) . We then have to remember to unmark them once the lunch numbers have been printed. This situation relies on remembering to alter the mark but also means that if we have a fire alarm then the children listed as present are not actually in the building. We need to be able to ensure they get a lunch without having to pretend they are in the building. It may seem a small issue but it effects us on a daily basis.

 2. Staff meal orders : Why does Arbor not allow staff to order and select their own meals?

 3.Parents should not be able to book meals for their children without payment being made/credit on the meals account: we are becoming debt collectors in the school office.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Roll call and daily settings,Completing Morning Registration and Meal Selections|Accessing Vital Pupil Context|Parent and guardian messages and notes|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-719,172894,Communications,House Points Bulk Action notification to parents,Administrative Assistant to SLT,Sheet1 - Row 608,We have yet to set up our Parent Portal but parents are missing out on knowing where their students are with House Points. It would be great if the House Points total dashboard had the same Bulk Action feature where we could select a bunch of students and send out an email template notifying the parent/guardian of their student's contribution to House Points. Merge Field options related to House Points would also need to be added.,03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Behaviour Management,Points and rewards,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Parent and guardian messages and notes|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-714,172886,Student Portal/App,Teacher app,Head of RE,Sheet1 - Row 613,"Make a teacher app which helps for things like on call, registers and detention setting.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions|Requesting Immediate Support (On-Call / Emergency Alert)
PFT-712,172883,Examinations,Seating plan improvement,Head of Dept,Sheet1 - Row 615,"I need seating plans on arbor to improve

 - automatic placement of students by gender/sen/PP

 - swapping pupils

 - random placement

 but mostly I need the ability to PRINT a seating plan. Please make this happen because screenshotting is not good enough. Show page boundaries so we can put the entire room on one A4 page, toggle what can be printed (student / teacher view for GDPR purposes)",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans
PFT-711,172882,Examinations,Classroom - seating plan,English Teacher,Sheet1 - Row 616,"Make it drag and drop.

 Have a setting that allows you to set parameters that create an automatic seating plan. For example: Seat students in mixed ability and place SEND students at the end of rows.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Seating plans and My Classroom,Accessing Vital Pupil Context|Managing Classroom Seating Plans|Designing and Managing Seating Plans|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-710,172880,Behaviour,we would like to have a rewards shop,data manager,Sheet1 - Row 617,students receive reward points in the normal way but we would like them to be able to spend then to get vouchers or top up their arbour account. we would need to have a way of showing how a total points earned and a how much left after spends.,03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Behaviour Management,Points and rewards,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-705,172863,Communications,Audible Alert when receiving internal communication,Assistant Headteacher,Sheet1 - Row 622,"When admin staff check for incomplete registers and send a message to that member of staff, it would be useful for a beep / ping noise to alert the teacher that they have forgotten to take a register. Currently, there does not seem to be a way of drawing a teacher's attention back to Arbor when they are teaching.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Uncategorised,Accessing Vital Pupil Context|Parent and guardian messages and notes|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-704,172861,Core Student Record,Forms,Office Manager,Sheet1 - Row 623,"I feel like the only product Arbor is missing is forms.

 Currently we have to use Microsoft forms which isn't very affective as other staff cannot see responses and then they have to be individually saved as a PDF and then uploaded onto Arbor.

 It would be great if forms could be a function and that could be saved as a pastoral note.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Behaviour Management,Report cards and pastoral,Accessing Vital Pupil Context|Requesting Immediate Support (On-Call / Emergency Alert)
PFT-698,172852,Assessments,Assessment Entity Importer,Systems Manager,Sheet1 - Row 629,"The spreadsheet method is too restrictive and only applicable in a few circumstances. I've had to manually type in 1,000s of results taking many hours as it is faster than trying to use the spreadsheet import method. Where as I have use the roll call entity importer to import 1,000,000 of marks in minutes.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Attendance & Registers,Bulk edit and workflow,Taking Period-by-Period Registers|Inputting Subject Assessment Data
PFT-682,172815,Attendance,Editing attendance in a double period,Data analyst,Sheet1 - Row 645,"It should be possible to independently edit the marks for each part of a double period. The initial register mark populating both periods and therefore not requiring a teacher to take 2 registers is great but if a student is late to the first period of a double they get 2 late marks, not 1. Since they were only late to the first lesson, their marks should most properly read L/ but this is not possible without uncoupling the double period. Basically, once register has been taken it should be possible to edit separately. This should be the same for session and lesson marks - use the lesson marks to populate the session initially but then make them editable separately. e.g. student is present in school so / for session but they are internally truanting so N for lesson.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Attendance & Registers,Codes and marks,Taking Period-by-Period Registers
PFT-670,172783,Timetable,Generic timetable,Unknown,Sheet1 - Row 657,"I would like to be able to print a timetable that is not date specific just the most up to date timetable.

 If a teacher has a planned absence and the register is moved this shows on the timetable and makes it difficult for students to navigate",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-664,172774,Attendance,Persistent absence tracker,Assistent head,Sheet1 - Row 663,A tracking system for persistent absentees so their progress over time can be seen/analysed. So it shows week by week each pupil's data,03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers
PFT-663,172764,Report Cards,Custom Report Card - Timetable Lesson Mark,Data Manager,Sheet1 - Row 664,"At current the school operates a report card for pupils who have been identified for internal truancy with a high rate of lates for lessons. The pupil is then expected to carry a report card with them to each lesson for a week or more which is updated by the teacher to flag if the pupil is late.

 There are a number of obstacles to this including pupil & staff adherence, lost report cards etc... I would therefore like to create a custom report card which digitises this process.

 In order to achieve this within the current functionality of the Custom Reports and Custom Report Cards, and to create a quick solution, being able to select the 'Timetable Lesson Mark' based on 'Today' rather than specific date, would mean we could create a output field for each period which do not need to be updated each day we run the report.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Classroom Management,Room changes and timetable,Inputting Formative and Summative Assessments|Taking Period-by-Period Registers
PFT-652,172733,Behaviour,Weekly behaviour Summary Chart,Data Manager,Sheet1 - Row 675,This chart would be great if the negative points were displayed correctly. Currently they all lie on the 0 Axis!,03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Behaviour Management,Points and rewards,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-651,172732,Attendance,Registers,Office Manager,Sheet1 - Row 676,"Please could the attendance letter be shown on registers instead of just an X. For a quick glance at registers, those who have come in late (for example) who have been given a U mark continue to show as a red X on registers, the same as somebody who is absent. It would be much better for office staff if the register was a true reflection of the mark given.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers
PFT-649,172730,Attendance,update specific marks in bulk,attendance officer,Sheet1 - Row 678,"in bulk edit standard and student marks by date, it would be ideal to be able to select an array of lesson marks in different days and then selecting bulk edit to change those specific marks. you can already 'select' sessions but you cannot do anything with this, being able to do this would make attendance admin considerably more efficient.

 This was be especially useful for correct errors or updating specific lessons.

 Currently if you want to bulk edit you have to deselect everything you dont want which can get confusing but being able to select the lessons ctrl clicking to select multiple then editing all selected would work well,",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Uncategorised,Taking Period-by-Period Registers
PFT-633,172702,Timetable,Intervention Seating plan,Data Manager,Sheet1 - Row 694,"We have several intervention sessions set up where groups of students come out of lessons to study extra maths for example.

 Our teachers would like to be able to create seating plans for these interventions so it would be really helpful if there was an option for interventions to link to `My Classroom`",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-632,172701,Cover,Removing cover from the lesson dashboard,Data Manager,Sheet1 - Row 695,"I have notice that if you are in a lesson dashboard and remove a covering member of staff this doesn't translate through to the actual cover dashboard. The class appears covered. This need to be changed please, or the feature to remove staff from within the lesson dashboard removed.

 Lesson dashboard: https://mounts-bay-academy.uk.arbor.sc/?/session-ui/overview/id/604332

 Cover dashboard: https://mounts-bay-academy.uk.arbor.sc/?/staff-cover-ui/dashboard/h/7d37a70a",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Lesson dashboard and cover,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-631,172698,Examinations,Tweaking the 'instance' in 'Duplicate Seating Plan',Examinations Officer,Sheet1 - Row 696,"It would be more user-friendly if you could tweak the timings when you use the duplicate seating plan. For example, if you have set an instance for 1.00 - 3.30pm (to allow for AA timings), but the main exam is starting at 1.30pm, it would help if, when you duplicate this exam, you could tweak your timings for the new exam to accommodate this?",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans
PFT-627,172687,Meals,Meals/Attendnace,Office Admin,Sheet1 - Row 700,"Every morning our teachers do the registers and then ask children which meal option they have chosen that day. They have to first open the register and complete that, then go into the meals and complete those. It would be less time consuming if they could complete the meals first, and then those children who have chosen a meal are automatically marked as present.",03. March 2025 - User feedback - Part 1.txt,March,2025,Both,Attendance & Registers,Bulk edit and workflow,Completing Morning Registration and Meal Selections|Accessing Vital Pupil Context|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports
PFT-615,172669,Groups & Enrolments,Academic lead migration from SIMS,Data Manager,Sheet1 - Row 712,"In Sims the Course manager against each course came over to Arbor as an Academic lead against every lesson. i have had to move the academic lead from each individual lesson for all subjects and add the academic lead into the component area (against each year group). This feels like a lot of work that could be avoided if the migration took the course supervisor and put it in the course area rather than against the individual lessons. this causes issues with our groupings in outlook email and Teams.

 certainly something i think could be improved upon.",03. March 2025 - User feedback - Part 1.txt,March,2025,Secondary,Classroom Management,Uncategorised,Parent and guardian messages and notes|Class and subject communication (students & guardians)
